,caption,class
7416,Sound of a bass drum.,[5]
7417,A cow is chewing corn.,[14]
7418,Someone is playing a toy accordion.,[1]
7419,Someone is doing an ollie on a skateboard.,[62]
7420,Clinks and clunks are heard inside a clothes dryer.,[16]
7421,Someone is stopping on a skateboard.,[62]
7422,"Sounds in a library include paper flipping, whisperings, and construction noise.",[76]
7423,Scissors are cutting through paper.,[57]
7424,Scissors are cutting through several layers of paper.,[57]
7425,A farting balloon is leaking air.,[30]
7426,Someone is playing with a plastic barrel filled with water.,[33]
7427,Cutlery is being grabbed.,[25]
7428,Whispers are heard.,[76]
7429,People are talking and glasses are clinking in a café.,[16]
7430,The sound of flushing a toilet.,[70]
7431,Kids skateboarding indoors.,[62]
7432,An acoustic guitar is playing notes from low C to high C.,[2]
7433,A dog is barking and asking for sightseeing.,"[4, 60]"
7434,A person is sighing.,[60]
7435,A cat is moaning and purring in the garden.,[53]
7436,Hitting stainless steel thermos with scissors.,[57]
7437,A plastic jug filled with water is falling.,[33]
7438,Someone is ringing a bike bell.,[8]
7439,Someone is chewing and swallowing peanuts while crinkling a plastic packet.,[14]
7440,A cat is making a purring sound.,[53]
7441,A bass drum is playing with reverb and slowed speed.,[5]
7442,Someone is drinking soda and burping.,[9]
7443,A bass guitar is playing with another sound in high peaks.,[6]
7444,Sounds of cutlery and children in a dining room.,[25]
7445,Someone is chewing on an apple.,[14]
7446,Silverware is settling.,[25]
7447,Someone is chewing and crunching on an apple.,[14]
7448,Continuous burping sound.,[9]
7449,Crowd is gathered around an idling race car.,[54]
7450,An acoustic guitar is playing a G-chord.,[2]
7451,"Dishes, cutlery, and non-shouting voices are heard in a bar.","[25, 26]"
7452,"Burping ""HEY"" for use in various media.",[9]
7453,Cutlery is colliding.,[25]
7454,Blues is being played clean on an electric and acoustic guitar.,[2]
7455,Finger snaps are repeated.,[34]
7456,There is a fart noise.,[30]
7457,Knives are sharpening and clinking against each other.,[16]
7458,Water is flowing with close-up water gurgling and faint rapids in the background.,[39]
7459,A purring cat is recorded.,[53]
7460,A cat is meowing on a rainy night.,[49]
7461,A skateboard is going through an overpass.,[62]
7462,"Baby is sneezing, gurgling, breathing, and playing.","[64, 39]"
7463,Someone is fooling around with a metal cutlery kit.,[25]
7464,A sigh is heard.,[60]
7465,A kitten is meowing for attention.,[49]
7466,Someone's cat is meowing.,[49]
7467,Scissors are being snipped.,[57]
7468,A cat is sleeping and purring.,[53]
7469,"Ambient atmospheric sound is heard in a coffee shop/cafe with female voices, chinking cups and spoons, and the sounds of a grinder and coffee machine.",[16]
7470,Fart is being recorded.,[30]
7471,A bass drum is heard.,[5]
7472,A tschardash is played on an accordion.,[1]
7473,Someone is making pee and fart sounds.,[30]
7474,A water trickle is heard from a roof onto leaves and the ground.,[72]
7475,The sound of a printer.,[52]
7476,Purr and heartbeat of cats are being recorded.,[53]
7477,Waves are gurgling in a cave-like area.,[39]
7478,A male blackbird is making a single weird trill.,[45]
7479,A female cat is meowing and grunting for food.,[49]
7480,Various clinks from wine and beer bottles are being recorded.,[16]
7481,Someone is singing in a funny manner.,[45]
7482,A stream runs noisily over stones and gurgles in pools.,"[66, 39]"
7483,"A glass is being clinked with a rod, both muted and non-muted.",[16]
7484,Pool pump is making a gurgling noise.,[39]
7485,Something is being created using scissors.,[57]
7486,Water is rushing into a sink and gurgling down a drain.,[39]
7487,A friendly ghost is whispering.,[76]
7488,A whisper is being heard.,[76]
7489,A man is singing and mumbling.,[45]
7490,A harmonica is played in a sunny location.,[40]
7491,Ocean sound and cutlery are being mixed with a creaking ghost ship.,[25]
7492,Someone is snapping fingers in anechoic chamber.,[34]
7493,"Someone is using a noise machine, voice distortion tool and whispering dialog.",[76]
7494,A mechanical robot is burping.,[9]
7495,A strong filtered bass drum sound is heard with a sharp attack and changing sound length.,[5]
7496,Wood is shattering into pieces.,[59]
7497,Someone is chewing pretzel sticks.,[14]
7498,Glass beads are being poured into a glass jar and making a clinking sound.,[16]
7499,Someone is hitting an empty frying pan.,[35]
7500,A public toilet is flushing.,[70]
7501,Something is clinking.,[16]
7502,A harmonica is being played with individual keys.,[40]
7503,A female choir is singing.,[31]
7504,Ice is clinking in an empty glass.,[16]
7505,Sounds of wailing in a dungeon and a whisper.,[76]
7506,A content cat is purring and being scratched.,[53]
7507,A child is chewing a bubble.,[14]
7508,Someone is hitting a frying pan.,[35]
7509,Fart noises made with hands indoors.,[30]
7510,Someone is opening a bottle of mineral water and filling a glass.,[33]
7511,Someone is taking bites off crunchy saltsticks and chewing them.,[14]
7512,An analog designed bass drum is being played.,[5]
7513,People are gasping.,[36]
7514,Chips are frying.,[35]
7515,Water is being filled in a bottle and then poured.,[33]
7516,Someone is whispering about not sleeping.,[76]
7517,A printer is cleaning up its print-heads.,[52]
7518,A bath is filling with water.,[33]
7519,Onions are hitting a hot skillet and frying.,[35]
7520,Glockenspiel samples are being produced.,[37]
7521,Cutlery is clashing in a drawer.,[25]
7522,A bike is being pedalled with a bell ringing intermittently.,[8]
7523,Someone is opening a drawer with cutlery.,"[25, 27]"
7524,A loop is playing on a xylophone.,[47]
7525,A female voice is whispering a warning.,[76]
7526,A cat purring while feeding her kittens.,[53]
7527,Ghostly whispers are heard.,[76]
7528,A frying pan is being placed on a stove.,"[26, 35]"
7529,Someone is burping multiple times.,[9]
7530,Someone is cutting air with scissors.,[57]
7531,A mother cat is purring.,[53]
7532,Teacups are clinking together.,[16]
7533,"A female voice is singing ""we could be lost, we could be lost"" with some ahhhs in the background.",[31]
7534,Someone is making fart sounds.,[30]
7535,A nice trumpet fart with a sigh of relief.,"[60, 30]"
7536,A funny fart.,[30]
7537,Tennis ball is being dribbled.,[72]
7538,Crackles are heard before the music starts on an old vinyl record.,[21]
7539,The crackle before music starts on an old vinyl record.,[21]
7540,"Music made with brushes, bass drum, and other instruments.",[5]
7541,Metallic objects are squeaking and clinking.,"[16, 65]"
7542,An acoustic guitar is being strummed.,"[2, 67]"
7543,Person playing xylophone made from bottles filled with water.,"[33, 47]"
7544,A cat's meowing has been processed heavily.,[49]
7545,A kitchen sink is being filled and drained.,[61]
7546,Finger is sliding around the rim of a wet glass filled with water.,[33]
7547,A cat is purring until it falls asleep.,[53]
7548,Wine glasses are clinking.,[16]
7549,Scissors are cutting through cardstock.,[57]
7550,Electronic bass drum is being made.,[5]
7551,A rhythm is being played with the main sounds of the bass drum and violin.,[5]
7552,Someone is rummaging through the silverware drawer.,[25]
7553,A bathtub is filling.,[7]
7554,A semi-real fart loop is playing in a disco style.,[30]
7555,A phone recording of a fart is being looped.,[30]
7556,Someone is filling a bowl with water.,[33]
7557,Drunk man is singing with traffic noise in the background.,"[45, 71]"
7558,Cutlery is being picked up.,[25]
7559,A very rock bass drum is being played.,[5]
7560,Someone is softly whispering.,[76]
7561,Bubbling and gurgling sounds of an alien swamp.,[39]
7562,A solo acoustic guitar with reverb is playing.,[2]
7563,A freight train is passing through woods with many birds singing.,[45]
7564,A scissor snipping.,[57]
7565,Female singers are practicing with guitars and charangos.,[31]
7566,Dishes and bottles are clinking and wood is creaking.,"[16, 26]"
7567,An acoustic guitar is playing a song.,[2]
7568,A 3D-printer is in action.,[52]
7569,An echo sound is made from snapping fingers.,[34]
7570,Someone is opening a cupboard and grabbing a bag.,[24]
7571,Skateboard is being dropped.,[62]
7572,Textile scratches sound like a cat purr.,[53]
7573,An elephant is playing a harmonica.,[40]
7574,A drum n bass drumloop is playing.,[5]
7575,Someone is frying onions.,[35]
7576,A girl is drowning and making gurgling sounds.,[39]
7577,Small stream water trickle.,"[72, 66]"
7578,A gramophone is playing with crackle-noise and other surface sounds of the vinyl.,[21]
7579,Printer is scanning and printing a full page.,[52]
7580,An old dot matrix printer is printing different text files.,[52]
7581,A car race is starting.,[54]
7582,Skateboarders are at a park.,[62]
7583,Ghost whispers sound.,[76]
7584,Someone is whispering and then speaking.,[76]
7585,A race car is making a pit stop.,[54]
7586,A minor chord progression is being played on a mic'd acoustic guitar with dirty echo.,[2]
7587,A whispering ghost sound.,[76]
7588,Something is frying in a skillet.,[35]
7589,Drone from a chromatic scale played on a small metal xylophone.,[47]
7590,Someone is snapping their fingers to a tune.,[34]
7591,A drone made from a xylophone.,[47]
7592,Chromatic scale on metal xylophone.,[47]
7593,A woman is sighing.,[60]
7594,Someone plays a note on a diatonic harmonica.,[40]
7595,A dog is playing with a chew toy.,[14]
7596,An acoustic guitar is playing high tones with effects.,[2]
7597,A bass drum has been removed from a loop.,[5]
7598,Someone is filling a bathtub with water and letting it drain.,"[33, 7]"
7599,An instrumental bit with acoustic guitar and piano is spooky and eerie.,[2]
7600,Someone is chewing and unwrapping gum.,[14]
7601,A gurgle sound is being filtered.,[39]
7602,A little cat is meowing.,[49]
7603,A raw loop of a bass drum with delay is being played.,[5]
7604,A small gathering of men are talking together and singing in a small space.,[45]
7605,Sigh-like sound is being created.,[60]
7606,The sound of an air fryer timer.,[35]
7607,Someone is chewing food loudly.,[14]
7608,Someone is sneezing with terrible allergies.,[64]
7609,Water is filling a metal washing machine.,[33]
7610,Cutlery is being hit.,[25]
7611,A bass guitar funk loop is heard.,[6]
7612,Someone is opening and closing a wooden cabinet or cupboard.,[24]
7613,Someone is washing dishes in the kitchen sink.,"[26, 61]"
7614,Someone is washing a plate in the sink and putting it down in the kitchen.,[61]
7615,Sneeze is being recorded.,[64]
7616,Accordion is playing a song.,[1]
7617,Slightly muffled flames and a steady crackle of a building on fire are being recorded.,[21]
7618,Waves are gurgling.,[39]
7619,Someone is squeezing a sponge filled with water.,[33]
7620,Beer bottles are being clinked together.,[16]
7621,Someone is jingling a belt to get a metal clinking sound.,[16]
7622,Oscar the cat meowing.,[49]
7623,A woman is singing notes.,[31]
7624,A woman is sneezing.,[64]
7625,Sound of eating with cutlery is present.,[25]
7626,A single female exhale has been time-stretched.,[31]
7627,Loud cat meowing.,[49]
7628,Mix of snare and sounds from beating a frying pan.,[35]
7629,The crackles of an old record.,[21]
7630,Someone is making a gurgling sound with a hot-water bag.,[39]
7631,A trickle is flowing down a rock.,[72]
7632,An accordion is being panned wide for a great stadium sound.,[1]
7633,"People talking, cutlery being handled, and background noise at a pub/restaurant.",[25]
7634,Cajun music is recorded on accordion and bottleneck guitar.,[1]
7635,Silverware is being taken and put in a bowl in the kitchen.,[25]
7636,Alternative double bass drum set is playing.,[5]
7637,An acoustic guitar is played with knuckle-knocking on the body while muting strings.,"[2, 44]"
7638,Empty glasses are clinking together.,[16]
7639,An emotional acoustic guitar melody is being played.,[2]
7640,A pet rabbit is breathing with difficulty and sneezing.,[64]
7641,A marimba with added effects is being played.,[47]
7642,A male voice is singing a note and whispering.,"[76, 45]"
7643,A small crowd is gasping with wonder.,"[36, 23]"
7644,People are making noise in a cafe with dishes and cutlery.,"[25, 26]"
7645,Someone is plucking a metal string on a plastic acoustic guitar.,[2]
7646,"A daughter is saying ""miaow miaow"".",[49]
7647,Glass bottles are clinking.,[16]
7648,Someone is doing fake slides/grinds with a skateboard on a metal rail.,[62]
7649,A man is singing a song.,[45]
7650,Street musician playing accordion.,[1]
7651,Hot water is pouring into an empty hot frying pan.,[35]
7652,Water is being poured onto a sizzling frying pan.,[35]
7653,A whisper and game character dialogue is heard.,[76]
7654,Deep fryer is in operation.,[35]
7655,Someone is playing a bass guitar with a swell effect and reverb.,[6]
7656,Someone is whispering in a game.,[76]
7657,Someone is whispering game character dialogue.,[76]
7658,Game character dialogue is recorded as a whisper.,[76]
7659,Someone is playing a blues riff on acoustic guitar with nylon strings.,[2]
7660,"Someone is opening a bottle, pouring wine, filling glasses, and clinking them together.",[16]
7661,A cat is meowing loudly.,[49]
7662,Punchy Bass Drum Hit.,[5]
7663,Someone is snapping their finger.,[34]
7664,Finger snaps are heard.,[34]
7665,An old bicycle bell is being recorded.,[8]
7666,Cats are meowing loudly.,[49]
7667,Wine glasses clink together in stereo recording.,[16]
7668,Snapping fingers are being recorded.,[34]
7669,"Layered female vocal singing ""I long for pain"".",[31]
7670,Crackles before music starts on an old vinyl record are being recorded.,[21]
7671,"Scary, whispering voices are saying spooky things and warning of a judgement to come.",[76]
7672,Patrons are chatting and cutlery is clattering.,[25]
7673,Filter and modulation is being applied to a sound with a plink/clink/ping-like sound at the end.,[16]
7674,Someone is moving silverware.,[25]
7675,Marimba notes are being played.,[47]
7676,A bicycle bell is being rung.,[8]
7677,Ghost whispering incomprehensible words.,[76]
7678,A harmonica loop is heard.,[40]
7679,"There is talking and some rustling, clinking, and coughing.",[16]
7680,A burping loop is being played.,[9]
7681,"Atmosphere in a subway lobby with a woman walking, buying a ticket, and coins clinking.","[16, 73]"
7682,A glockenspiel is playing a specific song.,[37]
7683,An evil woman is whispering and laughing.,[76]
7684,Oil is boiling for frying.,[35]
7685,"Good moments are heard with silverware, laughter, faraway unintelligible conversation, and nearby conversations.",[25]
7686,People are playing pachinko inside.,[16]
7687,Sounds inside a pachinko.,[16]
7688,The surf is close with gurgles.,[39]
7689,Jangling keys sound.,[43]
7690,"Water is flowing from an above-ground stream into a sinkhole leading to an underground cave, making gurgling and bassy rumbling sounds.","[66, 39]"
7691,A male falsetto sings a jazzy tune.,[45]
7692,Glass is shattering on cement.,[59]
7693,Someone is sighing passively.,[60]
7694,There is glass being shattered.,[59]
7695,Glass is shattering on cement outside.,[59]
7696,Cutlery is being put in a container.,[25]
7697,Cutlery is being moved in a box.,[25]
7698,Cutlery is being riffled.,[25]
7699,Someone is snapping their fingers with added reverb.,[34]
7700,Cutlery is being cleaned.,[25]
7701,A crescendo on a bass drum.,[5]
7702,Cutlery is being moved on a kitchen marble.,[25]
7703,Someone is rummaging through cutlery.,[25]
7704,Someone is playing a monophonic harmonica.,[40]
7705,Cutlery is used.,[25]
7706,Someone is scrambling around a silverware drawer.,[25]
7707,Someone is washing something in a sink.,[61]
7708,"Someone is handling a metal sports bottle, filling and emptying it in a sink.",[61]
7709,A frying pan is being lifted and vegetables and fish are being stirred.,"[26, 35]"
7710,Background whispers are playing.,[76]
7711,Someone is filling a bathtub with water.,"[33, 7]"
7712,Someone is practicing bass guitar.,[6]
7713,A man is burping.,[9]
7714,A vinyl crackle is repeating.,[21]
7715,A cat is meowing with reverb and gain adjustments.,[49]
7716,Silverware is being placed over a dish.,[25]
7717,An acoustic guitar is being played with an effect.,[2]
7718,A bathtub faucet is being opened and water is filling the tub.,"[33, 74, 7]"
7719,A cat is purring while laying on a bed.,[53]
7720,Someone is playing a glockenspiel.,[37]
7721,A male is sneezing.,[64]
7722,Beer glass is clinking.,[16]
7723,A small acoustic guitar song is looping.,[2]
7724,A doll is whispering.,[76]
7725,Cars are warming up before the start of a race.,[54]
7726,Someone is burping/belching.,[9]
7727,Creature is making a deep roar burp.,[9]
7728,Stir fry is being made.,[35]
7729,A bathtub is being filled with water.,"[33, 7]"
7730,Slow hip hop loop with booming bass drums is being played.,[5]
7731,Glass objects are being crackled and rubbed.,[21]
7732,Running tap water is being heard in a sink and washing bowl.,"[74, 68, 61]"
7733,Skateboard park sounds are heard.,[62]
7734,An accordion is playing music.,[1]
7735,Purring female cat is heard.,[53]
7736,Water is filling up a bucket from the sink.,"[33, 61]"
7737,Cutlery is moved around in a drawer.,[25]
7738,"Food is being grabbed, cats are meowing, and catfood is being emptied.",[49]
7739,Sound of a bicycle bell.,[8]
7740,A cat is purring for an extended period of time with no obtrusive noises in background.,[53]
7741,A child is sighing.,[60]
7742,An egg is frying at high temperature.,[35]
7743,Someone is playing acoustic guitar with fingerpicking.,[2]
7744,A cat is purring and looped.,[53]
7745,A cupboard door is closed.,[24]
7746,Someone is hitting a note on a marimba.,[47]
7747,Nuernberger sausages are frying in a pan with oil.,"[26, 35]"
7748,A snap-crackle sound is being made.,[21]
7749,A fingersnap beat is playing.,[34]
7750,Button accordion bellows are creaking.,[1]
7751,Sneezing sounds interrupt a VO recording session.,[64]
7752,Someone is making chords and tones on acoustic guitar.,[2]
7753,Sounds are recorded in a Pachinko parlour.,[16]
7754,A ringtone made from cat meows.,[49]
7755,"Souls are reaching their final destination and whispering, station announcements and a steam train are heard.",[76]
7756,Someone is processing a throat crackle into a water bottle.,[21]
7757,Keys are being jangled on a stairway.,[43]
7758,Someone is coughing while recording acoustic guitar.,[2]
7759,Someone is burping after drinking fizzy cider.,[9]
7760,"A small, scared cat is meowing.",[49]
7761,"Something is creating noise, hum, and crackles.",[21]
7762,A male is singing with natural reverb.,[45]
7763,A skateboard is being pushed.,[62]
7764,"A ""relaxed"" fire crackles.",[21]
7765,Adult male burps are heard.,[9]
7766,A cat is meowing a lot.,[49]
7767,Someone is sighing during sex.,[60]
7768,Xylophone is playing.,[47]
7769,An old butterfly harmonica is playing.,[40]
7770,Someone is recording a wheeled basket for a mobile game as a skateboard sound.,[62]
7771,"Someone whispers the phrase ""tennis racquet"".",[76]
7772,A cat meows and begs to be let into a house.,[49]
7773,Kitten meows not cute and not purring.,[49]
7774,Hands are being washed in a sink.,[61]
7775,"Finger snap, hand snap, and finger beating against phone.",[34]
7776,A cat is purring while being petted with a lick at the end.,[53]
7777,Glockenspiel chord recorded with a microphone.,[37]
7778,Plates are being thrown and shattering on the floor.,[59]
7779,Someone is rubbing foot on a skateboard.,[62]
7780,"Someone says ""meow"".",[49]
7781,Someone is picking up and putting down a frying pan from a stove top.,"[26, 35]"
7782,Someone is hitting a glockenspiel.,[37]
7783,A light bulb is shattering.,[59]
7784,Odd alien whispering sound is being made.,[76]
7785,Bike bell is ringing continuously.,[8]
7786,A synthetic stereo wind ambiance with voices whispering in the background is being made.,[76]
7787,Someone is playing a bell sound with a xylophone.,[47]
7788,A children's glockenspiel is playing.,[37]
7789,Someone is running a coin on a bass guitar string.,"[56, 6]"
7790,An acoustic guitar loop is being described as reversed.,[2]
7791,"Steps, accordion music, and voices are in an alley.",[1]
7792,A vegan burger is being cooked in a frying pan.,[35]
7793,An accordion is playing a tune.,[1]
7794,"Silverware is making noises like clinking, dropping, etc.","[16, 25]"
7795,Someone is playing bass guitar in reverse.,[6]
7796,A person is playing acoustic guitar with vocals.,[2]
7797,Water is being poured onto a pre-heated frying pan.,[35]
7798,Female ghost is singing.,[31]
7799,A repetitive melody that sounds like a marimba is playing.,[47]
7800,Someone is snapping fingers in a hotel room.,[34]
7801,Someone is whispering nonsense and dark phrases.,[76]
7802,Someone is jangling a pair of keys.,[43]
7803,Crickets and a cat meowing in a remote village in the jungle.,"[49, 22]"
7804,Sound of putting silverware on a table.,[25]
7805,Skateboard is making board slide and rail slide variations.,[62]
7806,"Girls choir sings ""cantate domino"".",[31]
7807,Whispering is happening.,[76]
7808,Something is frying in a pan with oil.,"[26, 35]"
7809,Someone is clinking non-wine glasses.,[16]
7810,A bass guitar string is being scraped.,[6]
7811,Skateboard is making sounds.,[62]
7812,Blues acoustic guitar.,[2]
7813,A bamboo marimba is being played.,[47]
7814,Water is gurgling between rocks.,[39]
7815,Someone is snapping their fingers through an accutronics spring reverb tank.,[34]
7816,Cutlery is being clinked.,"[16, 25]"
7817,Someone is clinking cutlery.,"[16, 25]"
7818,Skateboard is in a warehouse size skatepark.,[62]
7819,A processed version of a burp is playing.,[9]
7820,"A ghostly whisper of the ""Lorum ipsum"" text.",[76]
7821,Someone is placing metal and plastic cutlery into a draw.,[25]
7822,A mug is shattering.,[59]
7823,Someone is sighing despondently.,[60]
7824,Water is gurgling in a drain sewer pipe.,[39]
7825,"Someone is drinking, slurping, sipping, loud drinking, and burping.",[9]
7826,A bass guitar and a guitar are playing over a heavy kick and echoing snare.,[6]
7827,A bassline is being played on a bass guitar.,[6]
7828,A cat meowing and walking.,"[73, 49]"
7829,A woman is whispering.,[76]
7830,"Objects are falling and breaking, producing shattering sounds.",[59]
7831,Metal house keys are jangling against each other on a small keyring.,[43]
7832,A street musician is playing the accordion.,[1]
7833,Fingers snapping and clicking.,[34]
7834,Someone is playing a xylophone processed sample.,[47]
7835,"Someone sighs or makes an ""uh"" sound.",[60]
7836,Finger snapping is heard.,[34]
7837,Water is dripping into a washing up container in a sink.,"[28, 61]"
7838,Common sound effect of a sneeze.,[64]
7839,"Bus is making sounds, air conditioning is on, someone is sneezing, and station announcements are being made.",[64]
7840,Onions are frying to sound like a rain storm.,[35]
7841,Deep frying spring rolls.,[35]
7842,Cutlery drawer is opening and closing.,"[25, 27]"
7843,A woman is singing badly.,[31]
7844,"Someone is whispering ""Listen"" using a cheap microphone.",[76]
7845,Something heavy shatters a glassy material with deep reverb and a wind-like whoosh.,"[41, 59]"
7846,An oreo is frying in a pan.,[35]
7847,Someone sneezes in a sound booth.,[64]
7848,Someone sneezed while trying to sing.,[64]
7849,Silverware is rattling on a table.,[25]
7850,Cable is making crackles and hums from a broken connection.,[21]
7851,"A bathtub faucet is being opened, water is being filled, then turned off.","[33, 74, 7]"
7852,A heavy sound with shattering and wind.,[59]
7853,"Children are playing, birds are chirping, a fountain is gurgling, and doors are slapping.","[17, 39]"
7854,Crackle of ice.,[21]
7855,A sickening burp is recorded.,[9]
7856,"Remix of whispered ""there is no god"".",[76]
7857,A whisper is being turned into a sound.,[76]
7858,Someone is handling cutlery.,[25]
7859,"People, children, and adults are in the city center with scooters passing by, honking, sputtering, and bike bells ringing.",[8]
7860,A woman is gasping in shock.,[36]
7861,Cutlery is hitting the ground.,[25]
7862,A wooden drawer with steel cutlery is being opened.,"[25, 27]"
7863,Someone is eating chips and whispering.,[76]
7864,Whispers and screams are being made.,"[58, 76]"
7865,Someone is making a machete frying pan hit collision fight sound.,"[26, 35]"
7866,Someone is opening a kitchen cutlery drawer.,"[25, 27]"
7867,Someone is dropping cutlery into a drawer.,[25]
7868,Someone is putting down cutlery onto a plate.,[25]
7869,"Crowd murmurs, gasps in surprise, then discusses.",[36]
7870,A cat meow is being played.,[49]
7871,A cat is purring while sleeping.,[53]
7872,Woman is whispering.,[76]
7873,Bicycle chain is cranking with an intermittent bell.,[8]
7874,Fan is on and someone is sneezing.,[64]
7875,Someone is snapping their fingers once.,[34]
7876,Little crackles with a panning effect are heard.,[21]
7877,Someone is puffing into the harmonica's lowest note.,[40]
7878,A steak is being dropped on a hot frying pan and sizzling.,"[26, 35]"
7879,Someone is snapping their fingers with reverb.,[34]
7880,Audio from a mini-documentary about skateboarding.,[62]
7881,"Tweezers are in contact with a tooth, with a person sighing and breathing in the background.",[60]
7882,People are whispering.,[76]
7883,Onions are frying in a hot pan.,[35]
7884,Water is gurgling in a sink.,[39]
7885,"Sound is recordings of chihuahuas sneezing, choking, and burping.","[64, 9]"
7886,Recording of food frying in a pan with oil.,"[26, 35]"
7887,Someone is playing on a xylophone.,[47]
7888,Water is being poured onto a frying pan and creating a sizzling noise.,"[26, 35]"
7889,Cat is walking and meowing.,"[73, 49]"
7890,Accordion music is being filtered and cut.,[1]
7891,A skateboard is hitting a metal rail.,[62]
7892,An acoustic guitar and celesta are playing.,[2]
7893,Silverware is being moved around in a kitchen drawer.,[25]
7894,A cat is purring and a raven is heard in the background.,[53]
7895,Someone is sighing with a close-mouthed inhale and loud exhale.,[60]
7896,An acoustic guitar solo is being played with effects.,[2]
7897,"A sputtery drum beat with a bass, snare, small breath, and hi-hats from vinyl crackles and mistakes.","[41, 21]"
7898,Someone is playing a melody on harmonica.,[40]
7899,Water pipe has a delicate high pitched steady metallic trickle.,[72]
7900,Female soul singer's performance is being played at different speeds and pitches.,[31]
7901,A man sings a little hook on a piano track.,[45]
7902,Cutlery is being used on a ceramic bowl.,[25]
7903,"Music with guitar, harmonica and brass is playing.",[40]
7904,Skateboarders are skating nearby.,[62]
7905,A girl is gasping in fear.,[36]
7906,A cat is purring and cuddling.,[53]
7907,Synthesized xylophone sounds.,[47]
7908,An old woman is singing and collecting money.,[31]
7909,Female voice singing high notes.,[31]
7910,Someone is riding a skateboard on a road.,[62]
7911,People are sneezing.,[64]
7912,A glockenspiel sample is producing high density pitch lines.,[37]
7913,A glockenspiel is being manipulated and recorded.,[37]
7914,Go-carts are being raced.,[54]
7915,Someone is playing a slide on a steel string acoustic guitar.,[2]
7916,"A female vocal is singing ""but poison"".",[31]
7917,Someone is walking with chips frying in a pan.,"[73, 35]"
7918,People are talking and using cutlery in a cafeteria.,[25]
7919,A car is crashing during a race.,[54]
7920,A short burp is made.,[9]
7921,Sound is a crowd of people gasping in surprise and alarm.,"[36, 23]"
7922,Accordion is playing a simple melody.,[1]
7923,People are talking and using cutlery in a traditional restaurant with a subway overhead.,[25]
7924,A male is gasping for breath during an effort.,[36]
7925,Man is burping.,[9]
7926,A cat's purr filtered into a repeating underwater siren.,[53]
7927,Someone is frying chicken in a pan.,[35]
7928,A skateboard is rolling over ceramic tiles.,[62]
7929,A skateboard is being used.,[62]
7930,Bubbles are being produced by blowing into a straw in a water-filled sink.,"[33, 61]"
7931,"Ragtime blues being fingerpicked, harmonica and slide guitar are being played.",[40]
7932,An accordion processed sound is playing.,[1]
7933,Bells and harmonica at train station.,[40]
7934,Crackles are being played.,[21]
7935,An accordion processed sound remix.,[1]
7936,A crackle and beep sound is being played.,[21]
7937,Water gurgles in a pipe.,[39]
7938,Someone sneezed into a laptop microphone.,[64]
7939,A real-life male human burp.,[9]
7940,Accordion is playing processed samples.,[1]
7941,An accordion sound has been processed and remixed.,[1]
7942,Accordion processed samples are playing.,[1]
7943,Accordion sound is processed.,[1]
7944,Someone is playing and handling a bag with crackles.,[21]
7945,"Someone is hitting a rattling, loose bass guitar string with a plectrum.",[6]
7946,Accordion music is playing a lively tune.,[1]
7947,A harmonica loop is playing.,[40]
7948,A cat is meowing cutely.,[49]
7949,Sound of frying pancake on pan.,[35]
7950,"A dishwasher is operating with water sounds filling, swishing, draining, and gurgling.","[33, 39]"
7951,Accordion and fiddle are playing in a loop.,[1]
7952,Race cars are driving on a track.,[54]
7953,A cat is getting surprised and starts to purr.,[53]
7954,A steam radiator in a bedroom is gurgling and dripping.,"[28, 39]"
7955,A short low burp.,[9]
7956,The sound of food being cooked in an air fryer.,[35]
7957,Accordion is being played and recorded.,[1]
7958,A mechanical burp is being made.,[9]
7959,Cat is purring and chirping.,"[17, 53]"
7960,A record is ending with crackle and pop.,[21]
7961,Someone is making a cat purr sound.,[53]
7962,Someone is saying a silly meow loop.,[49]
7963,A slide sound is being played on a bass guitar.,[6]
7964,A xylophone sound is playing.,[47]
7965,Accordion music is playing upbeat tunes.,[1]
7966,Someone is gasping or sighing.,"[36, 60]"
7967,Someone is hitting a bike bell.,[8]
7968,The sound of a cat purring.,[53]
7969,Someone is washing over a sink.,[61]
7970,Someone is sighing loudly.,[60]
7971,Street ambiance with accordion player and people talking.,[1]
7972,A girl and her mother are passing by and singing a song.,[31]
7973,Sneezing sound is recorded.,[64]
7974,A person is sneezing next to the mic.,[64]
7975,A girl is scared and gasping.,[36]
7976,A female voice is singing a chorus with a sad/spooky edge to the lyrics.,[31]
7977,A cat is eating and purring.,[53]
7978,A man and a woman are drunk and singing songs.,"[45, 31]"
7979,An acoustic guitar is playing notes.,[2]
7980,"Sounds in a small urban park with adult voices, birds, kids playing, cars, planes, dogs, and a skateboarder.",[62]
7981,Accordion breathing is being heard.,[1]
7982,Someone is frying food on an electric stove.,[35]
7983,A hot frying pan is being used.,"[26, 35]"
7984,Someone is opening and closing a cupboard in a kitchen.,[24]
7985,"Female singing ""Ahhhh"" with added reverb.",[31]
7986,Glockenspiel and strings create a romantic and meditative sound.,[37]
7987,A filtered crackle noise collection for resampling.,[21]
7988,Silverware is being moved in a drawer.,[25]
7989,"Vocal, cough, and sneeze samples are being processed.",[64]
7990,Vegetables are frying in a pan.,[35]
7991,An acoustic guitar and synthesizer are playing a short sequence.,[2]
7992,A women choir is singing inside a local church.,[31]
7993,Water is gurgling in a large plastic drainage pipe.,[39]
7994,Someone is playing a bass guitar live through effects.,[6]
