,caption,class
1746,A man is speaking and breathing while using an electric shaver and making human sounds.,"[8, 5]"
1747,A blender or food processor can be heard.,[1]
1748,A man is speaking and making surface contact over blender and music sounds.,"[8, 1]"
1749,"A man is speaking, with mechanisms, breathing, more man speaking, a blender or food processor, and ticking sounds.","[8, 1]"
1750,People are making dishes clatter and speaking while a blender runs in the background.,"[8, 1, 3]"
1751,A woman is speaking while a blender and clicking noises are heard.,"[8, 1]"
1752,A vacuum cleaner operates.,[9]
1753,A blender is running while a woman is speaking.,"[8, 1]"
1754,"Breathing, women speaking, and a vacuum cleaner are audible.","[8, 9]"
1755,A vacuum cleaner is being used while a dog barks and ticking is heard.,"[9, 4]"
1756,A vacuum cleaner and a squeal sound are heard.,[9]
1757,A blender is operating over background noise.,[1]
1758,"A man is speaking amidst mechanisms, with breathing and tapping heard, and then a blender starts.","[8, 1]"
1759,A blender or food processor is in use.,[1]
1760,A blender is blending while a man speaks multiple times.,[1]
1761,"An electric shaver is being used, with background noise.",[5]
1762,A vacuum cleaner hums.,[9]
1763,A vacuum cleaner is running while water is heard.,"[9, 7]"
1764,"A beep, a man speaking, taps, a vacuum cleaner, and mechanisms with surface contact are heard.","[8, 9]"
1765,"Croaking sounds, a blender, and sound effects can be heard in the background.",[1]
1766,"A vacuum cleaner is on, with ticking sounds in the background.",[9]
1767,"A man is speaking, using an electric shaver, and people are laughing and talking.","[8, 5]"
1768,"A blender is making noise, a man is speaking, and mechanical sounds.","[8, 1]"
1769,"A vacuum cleaner, ticks, and speech are heard among background noise.","[8, 9]"
1770,Blender and mechanisms with female speech and ticking sounds.,"[8, 1]"
1771,"Mechanisms sound, a child speaks, there is tapping and a blender runs.",[1]
1772,A woman is speaking while an electric shaver is being used.,"[8, 5]"
1773,"Conversations, laughter, clapping, and blender sounds are heard.",[1]
1774,A woman speaks with an electric toothbrush and a child speaks with mechanisms.,[5]
1775,"People are laughing, mechanisms are being moved, men are speaking, and an electric shaver is being used with ticks heard in the background.","[8, 5]"
1776,"A vacuum cleaner is running, and a man is speaking while power tools are making noise.","[8, 9]"
1777,"A blender and clicking sounds are heard, followed by a clink of glass.",[1]
1778,"Music is playing, followed by electric shaver sounds and male speech.","[8, 5]"
1779,A vacuum cleaner and dogs are barking.,"[9, 4]"
1780,A vacuum cleaner sounds.,[9]
1781,A blender or food processor is turned on.,[1]
1782,An electric shaver is heard and a man is speaking and tapping.,"[8, 5]"
1783,A vacuum cleaner is operating with a ticking sound.,[9]
1784,"An electric shaver, women, and children speaking are heard.","[8, 5]"
1785,"A man is speaking, a vacuum cleaner is running, and more men are speaking.","[8, 9]"
1786,A vacuum cleaner and various animals are making noises with a giggle in between.,[9]
1787,"An electric shaver is heard, followed by speech, thumps, and laughter.","[8, 5]"
1788,"A blender is operating, music is playing, and a woman is speaking.","[8, 1]"
1789,"Music, background noise, and electric toothbrushes clicking are heard.",[5]
1790,"A woman is speaking, and a blender or food processor is operating.","[8, 1]"
1791,A vacuum cleaner is running and making surface contact.,[9]
1792,Someone is using an electric shaver and making other sounds.,[5]
1793,A woman is speaking while a vacuum cleaner operates.,"[8, 9]"
1794,Mechanisms and music can be heard over a vacuum cleaner.,[9]
1795,"A woman is speaking, noise can be heard, music plays, and an electric shaver can be heard.","[8, 5]"
1796,Only the sound of a blender is heard.,[1]
1797,A blender is blending and people are talking.,[1]
1798,A blender runs as women speak.,[1]
1799,A blender and mechanisms are heard.,[1]
1800,A vacuum cleaner is humming with background noise.,[9]
1801,"Mechanisms and surface contact, with the sound of an electric shaver.",[5]
1802,A woman speaks and an electric toothbrush is heard.,[5]
1803,A man is speaking while a blender runs in the background.,"[8, 1]"
1804,Mechanisms and a vacuum cleaner are heard.,[9]
1805,An electric shaver buzzes as a man speaks.,[5]
1806,"A woman speaks, a blender processes food, and mechanisms operate.",[1]
1807,"A vacuum cleaner is turned on, then there is laughter, then there is more laughter.",[9]
1808,"An electric toothbrush, breathing, and mechanisms are heard.",[5]
1809,An electric shaver is being used with background noise.,[5]
1810,An electric shaver is in use.,[5]
1811,A conversation between a man and woman can be heard while a vacuum cleaner runs and breathing is present.,[9]
1812,"Children are speaking, laughing, and giggling while a man is using an electric shaver.","[8, 5]"
1813,"A man is speaking, using an electric shaver, and making thumps while other men are speaking and ticks are heard.","[8, 5]"
1814,A woman is speaking while an electric toothbrush is turned on and mechanisms are heard.,"[8, 5]"
1815,"A man uses an electric razor, people talk and laugh, and some breathing is heard.",[5]
1816,A man is speaking while an electric toothbrush is in use.,"[8, 5]"
1817,A vacuum cleaner is running with ticking and tapping sounds in the background.,[9]
1818,"Electric shaver and conversation, kids speaking and adult males speaking.","[8, 5]"
1819,Men are speaking and using an electric shaver and a television is on.,"[8, 5]"
1820,A vacuum cleaner and an animal make noise.,[9]
1821,"People are laughing, using electric shavers, speaking and conversing.","[8, 5]"
1822,"People are talking, music is playing, and an electric razor is in use.",[5]
1823,"An electric shaver is heard with music and a man speaking, followed by a sheep.","[8, 5]"
1824,A vacuum cleaner and a squeal are heard.,[9]
1825,A man speaks while a vacuum cleaner is in use.,[9]
1826,"An electric razor is being used, music is playing, a tap is heard, and a woman is singing.",[5]
1827,A vacuum cleaner creates thumping and beeping sounds.,[9]
1828,Vacuum cleaner and brief tone followed by another vacuum cleaner.,[9]
1829,A vacuum cleaner can be heard.,[9]
1830,An electric shaver can be heard.,[5]
1831,"Mechanical sounds are heard, including an electric toothbrush.",[5]
1832,A woman speaks while an electric toothbrush and mechanisms make sounds.,[5]
1833,A man is speaking and an electric shaver is running with background noise.,"[8, 5]"
1834,"People are laughing, an electric shaver is running, and clicking and background noise are heard.",[5]
1835,An electric toothbrush operates while music plays and a male speaks.,[5]
1836,Music and men speaking with a vacuum cleaner are heard.,"[8, 9]"
1837,"An electric shaver and a man speaking, with ticking and surface contact sounds, are heard.","[8, 5]"
1838,An electric shaver is heard with music and background noise.,[5]
1839,A vacuum cleaner and men speaking are heard.,"[8, 9]"
1840,A vacuum cleaner and a dog bark.,"[9, 4]"
1841,A electric shaver ticks.,[5]
1842,An electric shaver and mechanisms are making noise.,[5]
1843,An electric shaver operates.,[5]
1844,"An electric shaver and a bleating sound are heard, followed by a man speaking.","[8, 5]"
1845,A vacuum cleaner and keypress tones are heard while a man speaks and ticks are heard in the background.,[9]
1846,A vacuum cleaner is being used and a woman is speaking amidst background noise.,"[8, 9]"
1847,Conversations occur while an electric shaver buzzes.,[5]
1848,"An electric shaver is in use, with music playing and a man speaking on the television.","[8, 5]"
1849,"Male speech, mechanisms, surface contact, and electric shaver sounds are heard on this list.","[8, 5]"
1850,Mechanisms are accompanied by an electric toothbrush and clicking sounds.,[5]
1851,Men and women laugh and a man shaves with an electric razor.,[5]
1852,Male speech and a vacuum cleaner are heard.,"[8, 9]"
1853,"An electric toothbrush, television, and a man speaking is heard.","[8, 5]"
1854,A man speaks over the sounds of a vacuum cleaner and background noise.,[9]
1855,"A woman is speaking, and an electric shaver is heard with throat clearing sounds.","[8, 5]"
1856,A vacuum cleaner and a clunk sound can be heard.,[9]
1857,A vacuum cleaner operates with ticking sounds.,[9]
1858,A vacuum cleaner runs with background babbling sounds.,[9]
1859,A vacuum cleaner is operating and making a squealing noise.,[9]
1860,A woman is speaking in a reverberant room and a vacuum cleaner is turned on.,"[8, 9]"
1861,An electric shaver and a man speaking is heard.,"[8, 5]"
1862,A man is singing while a woman is speaking and an electric razor is being used.,"[8, 5]"
1863,A man is speaking with background noise and a vacuum cleaner humming.,"[8, 9]"
1864,A vacuum cleaner is making ticking sounds.,[9]
1865,A woman speaks while an electric toothbrush runs.,[5]
1866,Men are talking and using an electric toothbrush.,[5]
1867,Several men are speaking and an electric toothbrush is heard in the background.,"[8, 5]"
1868,A vacuum cleaner and barking can be heard.,[9]
1869,"An electric shaver moves over surface contact, with a man speaking.","[8, 5]"
1870,"People are conversing, laughing, a woman is speaking, and a vacuum cleaner is running.","[8, 9]"
1871,An electric shaver and singing are heard over music.,[5]
1872,"Singing, electric shaver, and music are heard.",[5]
1873,An electric toothbrush is on with a man speaking.,"[8, 5]"
1874,A woman is speaking while using a vacuum cleaner.,"[8, 9]"
1875,People are laughing and speaking while an electric shaver can be heard.,"[8, 5]"
1876,A woman speaks and uses an electric shaver while breathing and talking.,[5]
1877,An electric shaver and background noise are heard.,[5]
1878,A vacuum cleaner is running and a man is speaking.,"[8, 9]"
1879,"A vacuum cleaner, thunking, and squeaking sounds play with music.",[9]
1880,Male speech is accompanied by background noise and a vacuum cleaner.,"[8, 9]"
1881,"Men speak, mechanisms sound, an electric shaver is used, and ticking is heard.",[5]
1882,"A man speaks, mechanisms and breathing are heard, and an electric razor runs.",[5]
1883,A man is speaking and a vacuum cleaner is running.,"[8, 9]"
1884,An electric toothbrush runs and mechanisms click with background noise.,[5]
1885,"Electric razor sounds, speech, laughter, and meowing cats with male and female speech.","[8, 2, 5]"
1886,People are laughing and a vacuum cleaner is heard with animal sounds.,[9]
1887,"A man speaks, mechanisms are heard, and an electric shaver is used.",[5]
1888,A vacuum cleaner hums while ticking sounds are heard.,[9]
1889,A woman is speaking while a vacuum cleaner is in use.,"[8, 9]"
1890,Music plays while an electric shaver is used.,[5]
1891,People are speaking and using electric shavers.,"[8, 5]"
1892,Music and a vacuum cleaner are heard.,[9]
1893,A vacuum cleaner is turned on while someone taps and speaks.,[9]
1894,"A dog barks, a vacuum cleaner runs, a man speaks, and a brief tone is heard.","[9, 4]"
1895,"An electric razor is being used, with water running and a man speaking.","[8, 5, 7]"
1896,An electric toothbrush is being used with ticking sounds.,[5]
1897,Electric shaver sounds and surface contact can be heard.,[5]
1898,Men are speaking and an electric razor is buzzing.,"[8, 5]"
1899,A female speaks while an electric shaver hums in the background.,[5]
1900,"An electric shaver is used, a television is on, and people are making sounds and breathing while giggling.",[5]
1901,People converse while an electric shaver runs in the background.,[5]
1902,"A conversation, electric shaver, and mechanisms are heard.",[5]
1903,A vacuum cleaner and ticking mechanisms are heard.,[9]
1904,An electric shaver and a man speaking can be heard.,"[8, 5]"
1905,An electric shaver is used while a man speaks and ticking is heard in the background.,[5]
1906,"A vacuum cleaner, kids talking, and men speaking can be heard.","[8, 9]"
1907,"Sounds of mechanisms, human speech, bird songs, and electric toothbrushes are heard.","[8, 5]"
1908,An electric shaver or razor hums.,[5]
1909,A vacuum cleaner is working and a man is speaking with background noise.,"[8, 9]"
1910,The sound of a vacuum cleaner starts.,[9]
1911,"The sounds are of a vacuum cleaner, female speech, mechanisms, and ticks.","[8, 9]"
1912,"People are speaking and a vacuum cleaner can be heard, with breathing in between.","[8, 9]"
1913,A vacuum cleaner sound is heard.,[9]
1914,A man is using an electric shaver while having a conversation with background noise.,[5]
1915,An electric razor buzzes while taps and animal sounds occur.,[5]
1916,"A woman is speaking, people are whispering, and an electric shaver is running.","[8, 5]"
1917,People are having a conversation and using an electric shaver.,[5]
1918,An electric toothbrush runs.,[5]
